title,salary,experience,education,skill,city
视觉算法工程师(职位编号：V001),15000.0,2,硕士,7,上海
编程教师（C++/Python/scratch）,10500.0,3,本科,7,北京
360搜索引擎核心算法_技术专家(职位编号：17533),45000.0,8,本科,10,北京
PHP开发工程师,17500.0,3,大专,3,上海
python爬虫工程师,11500.0,2,本科,8,深圳
机器学习/深度学习专家(职位编号：17529),45000.0,5,本科,6,北京
税后薪资(双休)-配置管理员,18000.0,2,本科,3,深圳
Python后端工程师,30000.0,5,本科,3,深圳
搜索算法专家(职位编号：17528),45000.0,5,本科,10,北京
算法工程师,17500.0,0,本科,9,北京
Python开发工程师,10000.0,0,大专,6,深圳
资深数据挖掘工程师（反作弊优先）(职位编号：17762),35000.0,5,本科,10,北京
Senior Software Engineer 高级开发工程师,20833.0,2,本科,1,北京
Python开发工程师（金融行业）,12500.0,2,本科,3,上海
大数据研发工程师(职位编号：17760),27500.0,3,本科,14,深圳
测试工程师界面测试,17500.0,0,本科,2,上海
python工程师,27500.0,3,本科,11,北京
服务端测试开发工程师,22500.0,3,本科,1,北京
机电专业、计算机专业实习生,3600.0,0,本科,8,上海
Python 开发工程师(职位编号：009),17500.0,3,本科,4,北京
高级数据开发工程师,22500.0,3,本科,1,北京
Java高级工程师/架构师,22500.0,8,本科,3,深圳
Python开发工程师-ZD(职位编号：ZD),10000.0,1,本科,2,成都
360搜索引擎页面分析工程师(职位编号：17614),22500.0,3,本科,9,北京
Python高级开发工程师,15000.0,0,本科,6,上海
运维开发工程师(职位编号：17601),17500.0,2,本科,7,北京
运维开发工程师(职位编号：17600),22500.0,3,本科,3,北京
数据库管理工程师DBA,12500.0,0,本科,8,广州
计算机视觉AI算法工程师,22500.0,0,硕士,9,深圳
运维开发(职位编号：17687),27500.0,3,本科,2,北京
Python后端开发工程师,12000.0,0,本科,12,上海
大数据工程师 - Pentaho,17500.0,5,本科,7,北京
运维开发(职位编号：17686),27500.0,3,本科,2,北京
Python开发工程师,11500.0,3,本科,10,成都
软件工程硕士实习生,5250.0,0,硕士,6,北京
云平台OpenStack研发工程师(职位编号：17338),27500.0,3,本科,2,北京
Python开发工程师,12500.0,0,本科,6,北京
WAP网关运维工程师,9000.0,0,本科,3,北京
云平台云计算高级研发工程师(职位编号：17683),35000.0,5,硕士,7,北京
Python开发工程师,17500.0,3,大专,3,深圳
微信群控开发,1750.0,2,本科,12,上海
后端开发实习生,6500.0,0,本科,3,北京
Python开发工程师,10499.0,0,本科,7,上海
运维工程师（凯特）,15500.0,5,大专,5,北京
ETL开发工程师,12500.0,3,本科,4,北京
Python数据分析讲师,10500.0,3,大专,5,成都
量化交易员/开发工程师,27500.0,2,本科,9,深圳
青少儿编程课程设计,9000.0,0,本科,2,深圳
Python高级开发工程师,25000.0,3,本科,4,上海
反欺诈策略高级分析师,22500.0,3,本科,10,深圳
Python开发工程师,15000.0,3,本科,2,深圳
前端开发工程师,11500.0,3,本科,7,深圳
Python爬虫工程师,35000.0,3,大专,9,北京
数据分析师,12500.0,2,本科,11,深圳
软件开发工程师(Python/Java)(006307)(职位编号：BGI006307),20833.0,0,本科,10,深圳
机器人创客教师,9000.0,0,本科,10,佛山
Python开发工程师,12500.0,2,本科,1,上海
网络工程师,7000.0,2,大专,6,广州
编程教研岗,9000.0,0,本科,2,深圳
Python工程师,17500.0,0,本科,6,上海
图像算法工程师,17500.0,5,本科,13,深圳
DBA,9000.0,0,本科,5,上海
Python开发工程师,16666.0,1,本科,7,上海
Java开发工程师,20000.0,3,本科,4,上海
Python软件工程师,15000.0,3,本科,3,上海
信息安全工程师(职位编号：000844),20000.0,0,本科,10,上海
大数据开发高级工程师,15000.0,0,本科,7,北京
python 开发工程师,19000.0,3,本科,2,上海
安全系统架构师(职位编号：000842),20000.0,0,本科,11,上海
云计算工程师,17500.0,3,本科,7,北京
Python后台开发工程师,18000.0,3,本科,11,深圳
数据采集工程师(J12764),12500.0,2,本科,6,北京
信息技术部-信息安全管理岗(职位编号：000572),29166.0,0,本科,5,上海
中级python开发工程师,11500.0,2,本科,4,成都
高级运维工程师(J12742),9000.0,0,本科,4,北京
前端/全栈开发工程师(职位编号：ITCD001),11500.0,3,本科,4,成都
Python 工程师,12500.0,1,本科,4,深圳
Sr. Software Engineer - Java,27500.0,5,本科,2,上海
中级测试工程师,12500.0,0,本科,5,北京
Python 研发工程师,11500.0,1,大专,9,深圳
Senior Gameplay Engineer,22500.0,0,本科,1,上海
大数据维护/开发(职位编号：数据库开发),7500.0,2,大专,3,北京
Python开发工程师,10499.0,2,大专,6,广州
软件测试实习生,4500.0,0,本科,10,上海
Java开发工程师,11000.0,3,大专,3,广州
Python工程师,8000.0,2,本科,6,广州
测试（上海急聘）,11000.0,2,大专,9,上海
Python讲师,14000.0,3,大专,8,成都
2018年银联科技事业部派遣工招聘,5250.0,0,本科,8,上海
运维工程师(职位编号：LilithGames000706),17500.0,0,本科,5,上海
风险策略培训生,12000.0,0,本科,9,广州
软件开发工程师 （Python方向）(001631)(职位编号：001631),20000.0,0,本科,8,北京
Tester,12000.0,0,本科,1,成都
测试开发工程师（C++/python）,19000.0,0,本科,9,上海
产品部测试工程师,6500.0,1,本科,6,深圳
Solution Engineer,17500.0,5,本科,1,北京
Python开发工程师,12500.0,0,本科,5,深圳
测试经理,22500.0,8,本科,8,深圳
高级BI开发工程师(J10894),27500.0,0,本科,5,深圳
python后台项目经理,30000.0,2,本科,5,北京
虚拟化工程师,12000.0,5,本科,4,上海
交付运维工程师,26500.0,2,本科,6,上海
测试开发工程师（Python）,9000.0,1,本科,8,上海
技术指导,17500.0,1,本科,8,上海
性能测试工程师,30000.0,5,本科,9,深圳
Python工程师,17500.0,2,大专,4,上海
高级测试工程师,30000.0,2,本科,6,北京
性能测试工程师,30000.0,5,本科,9,上海
高级Python软件开发工程师,17500.0,0,本科,8,北京
自然语言处理工程师,30000.0,3,本科,10,深圳
交付运维工程师,26500.0,2,本科,5,深圳
Python开发工程师,9000.0,0,本科,7,上海
性能测试工程师,15000.0,3,本科,5,上海
Python运维开发工程师,9000.0,2,本科,12,上海
ROS软件工程师,7000.0,1,本科,6,成都
交付项目经理,17500.0,0,本科,7,上海
Python开发高级工程师,15000.0,2,本科,4,北京
性能测试工程师,27500.0,0,本科,9,深圳
高级测试工程师,20000.0,0,大专,8,上海
Python开发工程师,11500.0,1,大专,4,深圳
C++开发工程师,20000.0,2,本科,7,上海
Python开发工程师,12500.0,3,大专,7,上海
DevOps运维工程师,25000.0,3,本科,3,深圳
测试开发工程师（高精度定位软件）,20000.0,2,本科,10,上海
数据处理（懂python）(职位编号：815716165514800),12500.0,2,本科,6,北京
PB交易业务岗,17500.0,3,本科,10,深圳
数据库工程师,9000.0,0,本科,5,上海
Python开发工程师(职位编号：716519496116129),12500.0,3,本科,6,上海
测试工程师,22500.0,0,本科,13,上海
区块链运维工程师,9000.0,3,本科,3,深圳
高级Python开发工程师(职位编号：16449),12000.0,3,本科,9,北京
运维工程师,22500.0,3,本科,2,上海
APP测试工程师,9500.0,3,大专,7,深圳
Python少儿编程开发,9000.0,0,本科,2,深圳
软件评估工程师,12000.0,0,本科,7,广州
高级网络工程师（2049）,22500.0,5,本科,5,北京
暑期实习生--算法工程师-机器学习(J10238),5250.0,0,本科,9,上海
pdk开发程序员python,9000.0,2,本科,5,上海
数据分析经理,20000.0,3,本科,14,上海
暑期实习生--运维技术支持(J10237),4200.0,0,本科,10,上海
Python开发工程师,7000.0,1,本科,9,上海
IT工程师/专员,7000.0,1,本科,6,上海
高级图像识别工程师,25000.0,3,本科,8,北京
项目经理,12500.0,3,本科,1,广州
PHP Python 爬虫 开发工程师,7000.0,0,本科,6,上海
机器学习算法工程师,10500.0,0,硕士,9,上海
Python高级软件工程师,20000.0,3,本科,2,广州
高级运维工程师,27500.0,3,本科,4,上海
后端软件开发工程师,9000.0,1,本科,5,上海
Python课程开发/ 授课,12000.0,0,本科,3,上海
软件测试工程师,12500.0,0,大专,9,成都
信息安全经理,12500.0,3,本科,9,深圳
移动测试工程师,14000.0,0,本科,5,上海
运维开发工程师(职位编号：000880),19000.0,0,大专,8,深圳
中级安全服务工程师（python）,20000.0,3,本科,6,北京
运维工程师,10000.0,0,大专,4,广州
初级量化开发员,7500.0,3,本科,12,上海
2019校招-数据工程师（Python）,13000.0,0,本科,3,上海
C++软件工程师,9000.0,1,硕士,8,上海
嵌入式软件工程师,17500.0,2,大专,8,广州
高级系统安全工程师(000993)(职位编号：hexun000993),27500.0,3,本科,6,深圳
数据库工程师,13500.0,2,大专,3,深圳
Python高级工程师,13500.0,3,本科,6,北京
课程研发总监（Java/C++/C#/python）,24000.0,5,本科,10,北京
Python数据分析师,12500.0,1,本科,4,上海
数据安全专家,60000.0,5,本科,7,北京
运维工程师-ZNSJ(职位编号：NavInfo001985),14000.0,2,本科,7,北京
web前端讲师,22500.0,3,本科,5,北京
云计算开发工程师（python）,17500.0,3,本科,1,深圳
云平台运维工程师,17500.0,3,本科,10,北京
平台运维工程师-ZNSJ(职位编号：NavInfo001987),16000.0,2,本科,2,北京
运维工程师,12500.0,2,大专,2,北京
数据仓库工程师,22500.0,2,本科,14,深圳
Python开发工程师,12500.0,5,本科,7,上海
平台高级运维工程师-ZNSJ(职位编号：NavInfo001988),25000.0,3,本科,2,北京
3D引擎工程师,12500.0,2,本科,3,广州
Python工程师,10499.0,2,本科,7,北京
机器学习算法工程师-ZNYF(职位编号：NavInfo001996),22500.0,0,本科,8,北京
服务器运维工程师,9000.0,0,本科,6,广州
高级软件工程师-ZNYF(职位编号：NavInfo002015),20000.0,0,本科,11,北京
技术总监,12500.0,0,本科,6,上海
量化研究员,17500.0,3,硕士,10,深圳
高级测试工程师-ZNYF(职位编号：NavInfo002029),15000.0,3,本科,7,北京
SU-Web后台软件工程师(机器人)(J11426),17500.0,0,本科,10,广州
项目主管,12500.0,3,本科,6,成都
Python开发工程师,12500.0,3,本科,8,上海
自动化测试工程师-ZNYF(职位编号：NavInfo002030),17500.0,0,本科,8,北京
SU-Web前台软件工程师(机器人)(J11425),17500.0,0,本科,7,广州
专场-运维工程师,22500.0,0,本科,4,上海
python/Django web开发工程师(职位编号：4),6000.0,0,大专,7,深圳
云平台运维高级工程师（云网设施）,21000.0,5,本科,8,深圳
SU-C++工程师（机器人）(J11424),17500.0,0,本科,10,广州
系统安全工程师,12500.0,3,本科,5,北京
Python开发工程师m,22500.0,5,大专,4,上海
安全服务技术专家,32500.0,3,大专,5,深圳
EC-安卓应用软件工程师(J11029),18000.0,0,本科,8,广州
知识计算专家,40000.0,0,博士,13,北京
Python开发工程师,12000.0,0,本科,3,北京
软件测试工程师,9000.0,0,大专,9,成都
EC-Wi-Fi驱动软件工程师(J11118),17500.0,0,大专,5,广州
数据运营专员,7000.0,1,本科,12,深圳
Python开发工程师,20000.0,0,本科,7,上海
HQ-软件工程师（伺服驱动器）,17500.0,3,本科,7,广州
高级运维开发工程师,12500.0,0,本科,3,上海
Python开发工程师,12500.0,2,本科,6,深圳
全栈软件工程师,12500.0,3,本科,6,天津
引擎开发工程师(职位编号：LilithGames000665),20000.0,0,本科,11,上海
技术实习生,4500.0,0,大专,11,上海
技术支持工程师（Python软件运维）,7000.0,0,本科,5,北京
AI算法工程师,17500.0,3,硕士,7,天津
网站运维工程师（懂基础Java，前端页面更换设置）,6500.0,1,大专,5,广州
python 开发,12500.0,3,本科,3,上海
linux软件开发工程师,12500.0,3,本科,7,上海
联想协同-实施工程师,11000.0,3,大专,5,成都
linux资深研发工程师,35000.0,5,本科,7,上海
C++/Python后台软件开发高级工程师,29166.0,3,本科,8,深圳
广告系统开发工程师(职位编号：LilithGames000413),17500.0,0,本科,11,上海
信息科技部技术开发岗-数据服务风险管理方向,12000.0,0,本科,10,北京
通信工程师（5G）,20000.0,2,硕士,8,广州
Python开发工程师,11500.0,2,大专,8,深圳
高级运维工程师,16000.0,5,大专,6,深圳
linux系统运维工程师,7000.0,2,大专,6,北京
急聘电子技术工程师,9000.0,1,本科,8,深圳
Python开发工程师,12500.0,2,本科,9,上海
交付运维工程师,15500.0,3,大专,6,深圳
GO开发工程师,12500.0,2,大专,6,北京
python后台开发,17500.0,2,大专,1,深圳
DBA（mysql方向，海外菲律宾）,27500.0,0,本科,8,广州
Business support业务支持工程师,11500.0,3,大专,9,深圳
监控运维工程师,8000.0,1,本科,7,北京
开发工程师(.NET/Python),4500.0,1,大专,4,广州
DBA（mysql方向，海外菲律宾）,27500.0,0,本科,8,深圳
系统测试工程师,15000.0,2,本科,2,成都
数据分析（风控）,10416.0,1,本科,10,上海
ETL工程师/Python工程师,17000.0,5,大专,6,北京
DBA（mysql方向，海外菲律宾）,27500.0,0,本科,8,上海
高级Java研发工程师（大数据）,20000.0,3,大专,11,广州
信息技术岗,7000.0,1,本科,14,上海
Python后端研发工程师,12500.0,0,本科,11,上海
DBA（mysql方向，海外菲律宾）,27500.0,0,本科,8,北京
高级大数据工程师,16000.0,0,本科,4,广州
Python开发工程师,14000.0,3,大专,3,成都
运维工程师（菲律宾或马来西亚）,22500.0,0,本科,4,深圳
软件算法工程师-苏州亿海微,15000.0,1,本科,7,苏州
Python技术经理,35000.0,5,本科,8,上海
MTS/Sr. ASIC simulation analysis/software engineer(职位编号：NZ),25000.0,5,本科,1,上海
PHP工程师（菲律宾、马来西亚、泰国）,27500.0,0,本科,7,深圳
前端工程师,11500.0,1,本科,7,上海
Python开发工程师,8000.0,1,本科,3,上海
MTS Software Engineer,12000.0,5,本科,1,上海
DBA(MySQL),,5,本科,4,北京
c语言Go开发Java开发python开发,22500.0,5,本科,5,北京
数字前端设计工程师,12500.0,0,本科,1,北京
系统运维工程师,8000.0,2,大专,3,北京
Python开发工程师,9000.0,0,本科,7,北京
MTS Graphics IP DV (Productivity),12000.0,5,硕士,1,上海
高级测试工程师,35000.0,5,本科,7,北京
Python开发工程师,17500.0,2,本科,6,北京
Front-End Integration Engineer,12000.0,0,本科,1,上海
运维工程师,15000.0,3,本科,2,北京
Python开发工程师,10000.0,2,大专,2,广州
BIOS Engineer,12000.0,0,本科,1,上海
安防软件工程师,8000.0,2,大专,8,深圳
运维工程师（菲律宾或马来西亚）,22500.0,0,本科,4,广州
Python开发工程师-网络运营部(职位编号：010613),22500.0,3,本科,5,北京
Machine Deep Learning Intern,6000.0,0,本科,3,上海
IT工程师（工作地点：上海）,7500.0,0,大专,4,上海
运维工程师（菲律宾或马来西亚）,22500.0,0,本科,4,北京
python算法工程师,12500.0,1,本科,1,上海
Design Verification Intern(实习生),,0,本科,3,上海
测试开发工程师-产品技术中心(职位编号：010546),15500.0,0,本科,6,北京
Python开发工程师,12500.0,2,本科,4,上海
运维工程师（菲律宾或马来西亚）,22500.0,0,本科,4,上海
ASIC Design Intern (实习生)(职位编号：NZ),,0,本科,2,上海
游戏运维,7500.0,1,大专,9,广州
运维开发工程师,32500.0,5,大专,12,上海
Python开发工程师,12500.0,2,本科,8,上海
Graphics and parallel computing software architect,17500.0,5,本科,2,上海
大数据开发  中高级,14500.0,3,本科,7,北京
Python开发工程师,15000.0,2,本科,3,上海
高级/资深测试工程师,25000.0,5,本科,8,上海
Machine Deep Learning Software Development Eng.,30000.0,0,硕士,3,上海
高级爬虫工程师,12500.0,3,本科,5,深圳
Python开发工程师,12500.0,2,本科,9,深圳
自动化测试工程师,17500.0,3,本科,4,上海
Machine Deep Learning Software Development Eng.,30000.0,0,硕士,3,北京
软件开发工程师(后端),7500.0,0,大专,8,深圳
Python开发工程师,12000.0,0,本科,8,深圳
运维工程师,11500.0,2,大专,5,上海
前端验证工程师,30000.0,0,本科,1,上海
实习生（数据分析）,4500.0,0,本科,1,上海
Python开发工程师,20000.0,2,大专,7,深圳
Digital Design Engineer (3-8years experience ),17500.0,5,本科,1,北京
自动驾驶算法工程师-通才,37500.0,1,本科,10,广州
Python应用开发培训讲师,22500.0,5,本科,6,深圳
Machine Learning Algorithm Engineer,35000.0,8,硕士,2,上海
图像视觉高级工程师,20000.0,5,本科,4,深圳
云平台Python开发工程师,15000.0,2,本科,3,上海
Design Verification Engineer （Methodology）,12000.0,0,本科,2,上海
前端开发工程师,9000.0,2,本科,10,深圳
系统运维工程师,10000.0,1,本科,3,广州
Python高级开发工程师,20000.0,3,大专,3,深圳
业务分析工程师/咨询项目经理,12500.0,5,大专,6,广州
ASIC Design Verification Engineer(职位编号：MM),22500.0,1,本科,2,上海
系统工程师,10000.0,2,本科,7,广州
python研发工程师,8500.0,0,大专,4,广州
算法工程师,7000.0,0,本科,8,成都
MTS Design Engineer-SI Test,12000.0,0,本科,1,上海
算法移植开发工程师-B02,12000.0,0,硕士,8,深圳
Python-API开发工程师,10000.0,2,大专,5,深圳
数据专员,7000.0,0,本科,8,上海
机器学习研发工程师Software Egr of Machine Learning,12000.0,8,本科,1,上海
Linux应用开发工程师-B02,12000.0,0,硕士,5,深圳
人脸识别研发工程师,22500.0,3,硕士,12,北京
Python开发工程师,23000.0,3,本科,2,上海
Firmware Engineer,12000.0,0,本科,2,上海
FPGA硬件开发工程师-B02,12000.0,0,硕士,5,深圳
PHP开发经理,24000.0,8,大专,3,佛山
Python开发工程师,14000.0,2,本科,6,北京
GPU Compute Model Architect,12000.0,3,本科,2,上海
前端开发工程师（开源平台）-B02,12000.0,0,硕士,6,深圳
数据专员(瓜子二手车总部北京）c,5250.0,0,大专,9,北京
Software Intern,,0,本科,1,上海
Python讲师(基础),15000.0,0,本科,4,深圳
高级算法专家,22500.0,3,本科,7,成都
Python后端工程师,14000.0,3,本科,4,深圳
知识图谱网站架构后端工程师-B02(职位编号：B02),12000.0,0,硕士,16,深圳
ASIC/ Layout Design Engineer 2,20000.0,5,本科,1,上海
技术总监,22500.0,3,本科,4,广州
医疗问答技术研究员-B02(职位编号：B02),12000.0,2,博士,8,深圳
Python开发工程师（坂田）,7500.0,1,大专,7,深圳
MTS System Design Engineer(PPO),12000.0,3,本科,1,上海
系统架构师,12000.0,0,本科,7,深圳
基因组数据压缩与分析算法研究员-B02(职位编号：B02),12000.0,0,硕士,14,深圳
GPU Performance Analysis Intern,12000.0,0,本科,3,上海
python数据分析师/讲师,9000.0,1,本科,5,广州
创新爬虫数据采集,45833.0,3,本科,8,北京
Design Engineer __CAD/Methodology,30000.0,0,本科,1,上海
基因组数据压缩与分析算法工程师-B02(职位编号：B02),12000.0,0,硕士,14,深圳
python讲师,25000.0,2,本科,3,广州
MTS Memory Tuning Engineer,12000.0,3,本科,1,上海
机器学习平台工程师,27500.0,3,本科,1,北京
Python,12500.0,0,大专,6,上海
前端开发工程师-B02,12000.0,1,硕士,4,深圳
Intern for Graphics Verification at IP Level,3750.0,0,本科,1,上海
系统运维工程师,10000.0,1,大专,6,上海
银行SAS/R/PYTHON数据分析挖掘建模岗,13000.0,0,本科,2,广州
linux C/C++开发工程师-B02,12000.0,1,硕士,9,深圳
ASIC/ Layout Design Engineer,20000.0,0,本科,2,上海
运维工程师,19000.0,0,本科,7,深圳
python研发工程师,15000.0,2,本科,7,上海
深度学习开发工程师-B02,12000.0,0,硕士,9,深圳
ASIC/ Layout Design Engineer,20000.0,0,本科,2,上海
Docker/k8s运维工程师,22500.0,0,本科,4,上海
"Software Engineer  Python, Java, Cloud",17500.0,3,本科,2,北京
交通数据挖掘算法工程师-B02,12000.0,3,硕士,10,深圳
Intern for GPU infrastructure,12000.0,0,本科,2,上海
IT工程师,9000.0,1,大专,4,广州
Python开发工程师,12500.0,2,本科,6,上海
Intern for Power Convergence,12000.0,0,硕士,1,上海
交通视频图像算法工程师-B02,12000.0,0,硕士,8,深圳
数据采集工程师,17500.0,3,本科,6,北京
服务器后端开发工程师(C++、Python)（深圳）,12000.0,0,本科,5,深圳
SMTS Memory Tuning Engineer,12000.0,0,本科,1,上海
集群运维开发工程师-B02,12000.0,0,硕士,4,深圳
Python开发工程师,12500.0,3,大专,9,深圳
Software Development Intern,12000.0,0,本科,2,上海
Hadoop开发工程师-B02,12000.0,0,硕士,7,深圳
Intern for Graphics Performance Analysis,6000.0,0,本科,2,上海
微信小游戏服务器程序开发,20000.0,3,大专,8,上海
架构师,21500.0,0,本科,7,广州
Frontend Integration Engineer,12000.0,5,本科,1,上海
Python高级开发工程师,17500.0,3,本科,6,上海
大数据开发工程师,27500.0,5,大专,1,上海
大数据开发工程师,9000.0,3,本科,9,广州
MTS Software Development Engineer,12000.0,5,本科,1,上海
数据专员,7000.0,2,大专,8,上海
Python高级工程师,15000.0,2,本科,8,深圳
C++服务端开发,17500.0,2,大专,9,广州
图像处理验证工程师 ISP Verification Engineer,12000.0,3,本科,2,上海
Python算法工程师,12500.0,0,本科,6,北京
视频数据分析高级工程师,17500.0,5,硕士,9,北京
测试工程师,10000.0,3,本科,9,深圳
MTS Electronic Design Engineer (Memory),12000.0,5,本科,1,上海
高级Python爬虫工程师,14000.0,2,本科,3,上海
技术研发经理（低功耗智能摄像头）,21500.0,5,本科,1,深圳
数据分析师,15000.0,3,本科,6,广州
Machine Intelligence Performance Engineer,12000.0,5,本科,1,上海
Python开发工程师,20000.0,3,本科,5,北京
SEO工程师,9000.0,1,大专,10,深圳
期权助理,11500.0,0,本科,8,上海
Compiler Engineer - Open Compute,12000.0,5,本科,4,上海
少儿编程老师（Scratch、Python、C语言）,9000.0,0,本科,1,广州
软件测试工程师,10000.0,2,大专,4,北京
量化交易工程师实习生,3300.0,0,本科,6,上海
图像调试工具工程师Camera Tuning Tool Engineer,12000.0,5,本科,1,上海
Python开发工程师,9000.0,2,大专,5,成都
硬件工程师,12500.0,0,本科,7,北京
AI工程师,15000.0,3,硕士,8,上海
Python自动化测试工程师,10499.0,1,本科,10,成都
嵌入式软件/硬件,4800.0,0,本科,10,上海
高频交易量化工程师,15000.0,0,硕士,7,上海
Python开发工程师,16000.0,2,本科,4,上海
运维工程师,7000.0,0,本科,5,上海
软件测试工程师,12500.0,3,本科,6,上海
图像算法软件工程师Camera Algorithm Engineer,12000.0,5,本科,2,上海
Python全栈工程师,17500.0,3,本科,6,广州
中高级规划师(职位编号：000877),17500.0,0,硕士,8,北京
运维工程师-平台运维,13000.0,3,本科,5,上海
计算机软件视觉工程师Computer Vision SW Engineer,12000.0,5,本科,2,上海
Python数据分析师,17500.0,0,本科,7,上海
后端开发工程师,17500.0,3,本科,8,北京
运维工程师-技术支持,9500.0,2,本科,8,上海
Python爬虫工程师,12500.0,2,大专,12,深圳
SCBU Digital Logic IP Systems Engineer,12000.0,5,本科,2,上海
资深TA,15000.0,0,本科,3,上海
运维监控工程师,9000.0,2,大专,7,上海
英语翻译,6000.0,0,本科,9,广州
python/go开发,32500.0,3,大专,4,北京
数据挖掘工程师,12500.0,0,大专,6,广州
数据平台安全开发工程师-中台项目(J11837),27500.0,3,大专,8,上海
产品经理,11000.0,3,本科,4,广州
Python爬虫研发工程师,15000.0,1,本科,6,广州
高级运维工程师,15000.0,5,本科,3,深圳
高级反欺诈专员（互金）(J11822),12500.0,3,本科,11,上海
在线课程项目专员（高级）,8000.0,0,本科,9,广州
python语言后端程序员,11500.0,2,大专,6,深圳
生物信息工程师,12500.0,2,本科,11,北京
数据分析师（王牌联盟）(J11782),16000.0,3,本科,11,上海
在线课程专员/助教,6500.0,0,本科,9,广州
Python开发（自动化测试）,17500.0,0,本科,6,上海
配置管理员,7500.0,2,本科,6,上海
数据分析经理（用户增长）(J11781),20000.0,5,本科,7,上海
产品经理/产品设计师,7500.0,0,大专,4,广州
Python开发工程师,12500.0,2,本科,10,北京
软件开发工程师（C++）,16000.0,2,本科,9,北京
数据分析师（互金渠道方向）(J11780),16000.0,3,本科,11,上海
运维开发工程师,12500.0,2,本科,5,北京
Python/Django 开发工程师,15000.0,2,本科,9,广州
商业分析师（新零售）,22500.0,3,本科,9,上海
Python开发工程师,12500.0,2,大专,14,深圳
金融工程研究岗,2500.0,0,本科,12,深圳
高级风险分析师(J11758),25000.0,0,本科,11,上海
PHP开发工程师,10000.0,2,本科,7,深圳
高级/资深风险分析师(J11759),25000.0,0,本科,13,上海
数据库工程师,12500.0,3,大专,4,深圳
互联网开发工程师,18000.0,2,本科,8,深圳
Python讲师(职位编号：0214004),16000.0,2,本科,6,上海
课程研发老师,10000.0,2,本科,8,北京
风险建模经理(J11433),35000.0,5,本科,13,上海
Python开发工程师,20000.0,2,本科,9,上海
前端工程师,20000.0,5,本科,5,北京
风险建模工程师(J11643),26500.0,3,本科,7,上海
Python开发工程师,13000.0,2,本科,3,北京
数据分析师（精准营销）(J11703),11500.0,2,本科,9,上海
QT/C++高级软件研发工程师,35000.0,5,本科,11,北京
Python开发工程师,25000.0,5,本科,6,广州
运维工程师,5500.0,1,大专,3,深圳
大数据架构师（金融产品）,37500.0,0,本科,4,上海
Windows开发工程师,12000.0,0,本科,3,北京
后台开发工程师(python),12000.0,3,本科,2,深圳
语音算法工程师,22500.0,0,硕士,3,北京
视频分析算法工程师,11500.0,0,本科,7,成都
数据分析师（汽车金融）(J11704),11500.0,2,本科,8,上海
Python开发工程师（odoo）,20000.0,0,本科,5,深圳
机器学习算法工程师,27500.0,2,本科,6,北京
软件UI工程师,22500.0,0,本科,3,北京
Docke 数据开发工程师,21500.0,3,本科,2,上海
Python开发工程师,9000.0,2,大专,6,广州
金融工程（智能量化）研究员,11500.0,1,本科,7,上海
Java架构师,42500.0,0,本科,1,成都
嵌入式软件测试工程师（研发）,20000.0,2,本科,12,深圳
Python讲师,21500.0,3,本科,5,北京
运维工程师,20000.0,5,大专,5,上海
初级数据开发工程师,12500.0,3,本科,4,佛山
PHP后端工程师,12500.0,2,大专,7,上海
Python开发工程师,17500.0,5,本科,7,北京
技术总监（php),35000.0,0,本科,4,北京
模型算法工程师(J10266),30000.0,5,本科,8,北京
Python开发工程师,9000.0,2,本科,4,上海
RPA自动化工程师,15500.0,3,本科,3,广州
软件测试工程师,12500.0,3,本科,9,北京
Customer Insight Manager,,5,本科,1,上海
Python开发工程师,12500.0,0,本科,8,上海
高级自动化测试,20000.0,5,本科,8,广州
测试工程师（自动化）,9000.0,1,本科,6,广州
生物分析工程师,10416.0,0,本科,9,深圳
平台架构师,22500.0,1,本科,10,成都
Python游戏服务端开发工程师,15000.0,2,大专,6,深圳
高级遥感算法专家,45000.0,3,博士,7,北京
量化交易员助理实习生,3750.0,0,本科,7,广州
某银行大数据中心招聘Python开发工程师（外包）,13500.0,2,大专,5,成都
网页设计师(职位编号：17),17500.0,1,大专,8,上海
Web前端工程师HKSDSH,13000.0,3,大专,4,北京
大数据运维工程师,22500.0,3,本科,6,上海
思科实习生项目 -,12000.0,0,硕士,3,上海
Python工程师（爬虫方向）,14583.0,0,本科,2,深圳
软件测试工程师,6250.0,0,本科,6,深圳
Python高级开发工程师,17500.0,3,本科,1,上海
图像识别深度学习研究员,12500.0,0,硕士,12,成都
MySQL数据库软件平台运维,12000.0,0,本科,5,南京
Python研发工程师,10000.0,2,本科,4,北京
自动化运维开发,12500.0,0,本科,5,深圳
Lead Data/Algorithm Engineer (Product Architect),,0,本科,1,上海
性能测试工程师,12500.0,0,本科,10,深圳
软件开发工程师(python/c++)-NDS(职位编号：Navinfo000560),9000.0,0,本科,10,北京
数据挖掘工程师,17500.0,3,本科,4,北京
系统管理工程师,10000.0,3,本科,7,成都
PHP开发工程师,13333.0,2,本科,8,上海
Python高级工程师,19500.0,3,本科,5,广州
高级维护工程师(职位编号：T00),11500.0,0,大专,6,广州
大数据开发工程师,20000.0,2,本科,8,上海
测试工程师,16000.0,3,本科,11,深圳
Python 工程师,11000.0,2,本科,8,广州
高级测试工程师(职位编号：T03),12500.0,3,大专,10,广州
音频算法工程师,20000.0,2,大专,7,上海
数据分析师（图像识别）,25000.0,0,本科,8,上海
